oatk-nextdenovo,Euonymus alatus,20,./Euonymus_alatus/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Gossypium herbaceum,30,./Gossypium_herbaceum/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Gossypium herbaceum,20,./na.png
oatk-nextdenovo,Juncus effusus,30,./Juncus_effusus/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Juncus effusus,20,./Juncus_effusus/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Leiosporoceros dussii,30,./Leiosporoceros_dussii/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Leiosporoceros dussii,20,./Leiosporoceros_dussii/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Macadamia jansenii,30,./na.png
oatk-nextdenovo,Macadamia jansenii,20,./na.png
oatk-nextdenovo,Notothylas orbicularis,30,./Notothylas_orbicularis/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Notothylas orbicularis,20,./Notothylas_orbicularis/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Ophrys lutea,30,./na.png
oatk-nextdenovo,Ophrys lutea,20,./na.png
oatk-nextdenovo,Oryza rufipogon,30,./Oryza_rufipogon/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Oryza rufipogon,20,./Oryza_rufipogon/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Phaeomegaceros chiloensis,30,./Phaeomegaceros_chiloensis/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Phaeomegaceros chiloensis,20,./Phaeomegaceros_chiloensis/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Populus x sibirica,30,./Populus_x_sibirica/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Populus x sibirica,20,./Populus_x_sibirica/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Prunus mandshurica,30,./Prunus_mandshurica/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Prunus mandshurica,20,./Prunus_mandshurica/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Solanum lycopersicum,30,./Solanum_lycopersicum/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Solanum lycopersicum,20,./Solanum_lycopersicum/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Spirodela polyrhiza,30,./Spirodela_polyrhiza/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Spirodela polyrhiza,20,./Spirodela_polyrhiza/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Vaccinium vitis-idaea,30,./Vaccinium_vitis_idaea/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Vaccinium vitis-idaea,20,./Vaccinium_vitis_idaea/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
oatk-nextdenovo,Vitis vinifera,30,./Vitis_vinifera/t1/0/oatk-nextdenovo/oatk-nextdenovo-30.pltd.png
oatk-nextdenovo,Vitis vinifera,20,./Vitis_vinifera/t1/0/oatk-nextdenovo/oatk-nextdenovo-20.pltd.png
